SID,Year,OS_ID,OS_Name,Site_ID,Material,total,legal,sublegal,spat,non_spat,Collection.Method,Sample.Method,Latitude,Longitude,Deployment.Year,Deployment.Month,Material_Age,Oyster.Cover,Mussel_Cover,Sedimentation,Boring_Sponge,Sample_Depth,OS.Depth,Relief,S.DO,B.DO,S.Sal,B.Sal,S.Temp,B.Temp
2020-7-14-OS-14-15,2020,14,Little Creek,15,Granite,4,0,0,4,0,Extraction,Census,35.04268333,-76.51396667,2016,8,3.92,0,0,3,0,5.4864,6.7056,1.2192,9.05,4.6,13,14.1,30.4,28.8
2020-7-14-OS-14-7,2020,14,Little Creek,7,Marl,4,0,0,4,0,Extraction,Census,35.04331667,-76.51573333,2016,4,4.25,0,0,3,0,4.8768,6.7056,1.8288,9.05,4.6,13,14.1,30.4,28.8
2020-7-14-OS-14-5,2020,14,Little Creek,5,Marl,8,0,0,8,0,Extraction,Census,35.04311667,-76.51593333,2016,6,4.08,1,1,4,0,6.096,6.7056,0.6096,9.05,4.6,13,14.1,30.4,28.8
2020-7-28-OS-07-1,2020,7,Middle Bay,1,Marl,16,0,16,0,16,Extraction,Census,35.23558333,-76.50353333,2004,8,15.92,1,3,3,0,2.1336,2.4384,0.3048,6.25,6.1,16,16.2,30.1,29.9
2020-7-28-OS-07-3,2020,7,Middle Bay,3,Marl,16,0,16,0,16,Extraction,Census,35.23555,-76.50336667,2004,8,15.92,1,3,3,0,2.1336,2.4384,0.3048,6.25,6.1,16,16.2,30.1,29.9
2020-7-15-OS-02-7,2020,2,Deep Bay,7,Marl,20,0,20,0,20,Extraction,Census,35.38058333,-76.37028333,1996,6,24.08,1,4,3,0,2.4384,2.4384,0,7,6.5,13.3,13.4,29.8,29.3
2020-7-14-OS-14-6,2020,14,Little Creek,6,Marl,24,0,4,20,4,Extraction,Census,35.04331667,-76.5157,2016,4,4.25,1,4,3,0,5.1816,6.7056,1.524,9.05,4.6,13,14.1,30.4,28.8
2020-8-18-OS-05-2,2020,5,Crab Hole,2,Marl,24,0,20,4,20,Extraction,Census,35.72673333,-75.67795,2006,3,14.42,1,2,4,0,3.048,4.2672,1.2192,8.4,7.22,8.3,21.6,27.7,27.3
2020-6-25-OS-03-6,2020,3,West Bay,6,Marl,28,0,28,0,28,Extraction,Census,34.9802,-76.35756667,1996,8,23.83,1,1,2,0,2.7432,2.7432,0,7.9,6.9,14,16.1,27.7,27.4
2020-7-15-OS-02-4,2020,2,Deep Bay,4,Shell,28,12,16,0,28,Extraction,Census,35.38123333,-76.37103333,2003,6,17.08,1,4,3,0,2.4384,2.4384,0,7,6.5,13.3,13.4,29.8,29.3
2020-8-18-OS-01-5,2020,1,Croatan Sound,5,Marl,32,0,20,12,20,Extraction,Census,35.80411667,-75.6402,1998,8,22,1,4,3,0,3.3528,3.3528,0,8.4,8,8.2,14.6,28.2,28.2
2020-7-28-OS-07-2,2020,7,Middle Bay,2,Marl,36,8,28,0,36,Extraction,Census,35.2353,-76.50335,2004,8,15.92,1,3,3,0,1.8288,2.4384,0.6096,6.25,6.1,16,16.2,30.1,29.9
2020-8-18-OS-05-7,2020,5,Crab Hole,7,Marl,44,0,28,16,28,Extraction,Census,35.72681667,-75.6777,2006,3,14.42,1,4,3,0,3.6576,4.2672,0.6096,8.4,7.22,8.3,21.6,27.7,27.3
2020-8-18-OS-05-1,2020,5,Crab Hole,1,Marl,48,0,44,4,44,Extraction,Census,35.72735,-75.67583333,2003,4,17.33,1,1,4,0,3.6576,4.2672,0.6096,8.4,7.22,8.3,21.6,27.7,27.3
2020-6-26-OS-12-6,2020,12,Raccoon Island,6,Crushed Concrete,80,16,64,0,80,Extraction,Census,35.0907,-76.05748333,2016,8,3.83,4,0,4,0,,4.8768,,8,6.3,11.3,14.4,26.4,24.6
2020-7-28-OS-07-5,2020,7,Middle Bay,5,Marl,80,0,72,8,72,Extraction,Census,35.2355,-76.50358333,2004,8,15.92,1,4,3,0,0.9144,2.4384,1.524,6.25,6.1,16,16.2,30.1,29.9
2020-8-18-OS-01-7,2020,1,Croatan Sound,7,Shell,104,12,60,32,72,Extraction,Census,35.80441667,-75.64001667,2003,4,17.33,1,4,3,0,3.048,3.3528,0.3048,8.4,8,8.2,14.6,28.2,28.2
2020-8-18-OS-01-9,2020,1,Croatan Sound,9,Shell,112,8,100,4,108,Extraction,Census,35.80421667,-75.63961667,2003,4,17.33,1,0,3,0,3.048,3.048,0,8.4,8,8.2,14.6,28.2,28.2
2020-8-18-OS-01-8,2020,1,Croatan Sound,8,Shell,124,28,92,4,120,Extraction,Census,35.80431667,-75.63993333,2003,4,17.33,1,0,3,0,3.048,3.3528,0.3048,8.4,8,8.2,14.6,28.2,28.2
2020-7-2-OS-14-17A,2020,14,Little Creek,17A,Granite,132,16,100,16,116,Extraction,Census,35.0437,-76.51435,2016,6,4.08,1,1,2,0,5.7912,6.096,0.3048,9.1,9.29,10.9,29,29.3,24.6
2020-6-25-OS-08-4,2020,8,Neuse River,4,Marl,160,4,148,8,152,Extraction,Census,35.0068,-76.53348333,2005,4,15.17,1,4,2,0,4.2672,4.2672,0,7.9,7.2,8.8,9.1,27,26.7
2020-7-15-OS-02-9,2020,2,Deep Bay,9,Shell,160,16,144,0,160,Extraction,Census,35.38111667,-76.37158333,2003,6,17.08,4,1,3,0,2.4384,2.4384,0,7,6.5,13.3,13.4,29.8,29.3
2020-8-18-OS-01-4,2020,1,Croatan Sound,4,Marl,172,0,84,88,84,Extraction,Census,35.8042,-75.64056667,1998,8,22,1,4,3,0,3.048,3.3528,0.3048,8.4,8,8.2,14.6,28.2,28.2
2020-7-15-OS-02-6,2020,2,Deep Bay,6,Shell,184,64,120,0,184,Extraction,Census,35.38103333,-76.37108333,2003,6,17.08,4,1,3,0,2.4384,2.4384,0,7,6.5,13.3,13.4,29.8,29.3
2020-8-17-OS-10-8,2020,10,Gibbs Shoal,8,Marl,200,4,156,40,160,Extraction,Census,35.455,-75.9347,2010,2,10.5,1,1,2,1,3.9624,4.572,0.6096,6.09,5.08,19.6,19.7,28.3,28.3
2020-8-18-OS-05-5,2020,5,Crab Hole,5,Marl,200,4,116,80,120,Extraction,Census,35.72658333,-75.67606667,2006,5,14.25,1,3,4,0,3.048,4.2672,1.2192,8.4,7.22,8.3,21.6,27.7,27.3
2020-8-18-OS-05-4,2020,5,Crab Hole,4,Marl,216,0,96,120,96,Extraction,Census,35.72571667,-75.67796667,2009,9,10.92,1,2,3,0,3.048,3.9624,0.9144,8.4,7.22,8.3,21.6,27.7,27.3
2020-7-15-OS-02-8,2020,2,Deep Bay,8,Shell,220,24,188,8,212,Extraction,Census,35.38105,-76.37156667,2003,6,17.08,4,1,3,0,2.4384,2.4384,0,7,6.5,13.3,13.4,29.8,29.3
2020-8-18-OS-01-6,2020,1,Croatan Sound,6,Marl,260,0,136,124,136,Extraction,Census,35.804,-75.63951667,2003,4,17.33,1,4,3,0,3.048,3.3528,0.3048,8.4,8,8.2,14.6,28.2,28.2
2020-7-15-OS-02-10,2020,2,Deep Bay,10,Shell,264,36,224,4,260,Extraction,Census,35.38095,-76.3713,2003,6,17.08,4,2,3,0,2.4384,2.4384,0,7,6.5,13.3,13.4,29.8,29.3
2020-8-17-OS-10-7,2020,10,Gibbs Shoal,7,Marl,268,8,224,36,232,Extraction,Census,35.12135,-75.9335,2010,8,10,1,2,2,1,3.9624,4.572,0.6096,6.09,5.08,19.6,19.7,28.3,28.3
2020-6-25-OS-03-9,2020,3,West Bay,9,Shell,272,4,216,52,220,Extraction,Census,34.97985,-76.35691667,2003,5,17.08,2,1,2,0,2.7432,2.7432,0,7.9,6.9,14,16.1,27.7,27.4
2020-8-11-OS-09-6,2020,9,West Bluff,6,Marl,304,4,232,68,236,Extraction,Census,35.30408333,-76.16871667,2009,4,11.33,1,2,2,1,3.3528,3.9624,0.6096,7.2,6.1,19.1,20.1,30.1,29.8
2020-8-17-OS-10-5,2020,10,Gibbs Shoal,5,Marl,320,20,252,48,272,Extraction,Census,35.45503333,-75.93465,2010,2,10.5,1,1,2,1,3.048,4.572,1.524,6.09,5.08,19.6,19.7,28.3,28.3
2020-6-25-OS-08-2,2020,8,Neuse River,2,Marl,332,16,244,72,260,Extraction,Census,35.00671667,-76.53333333,2005,4,15.17,1,4,2,0,4.2672,4.572,0.3048,7.9,7.2,8.8,9.1,27,26.7
2020-8-18-OS-05-3,2020,5,Crab Hole,3,Marl,336,12,188,136,200,Extraction,Census,35.72541667,-75.67853333,2009,10,10.83,1,3,3,0,2.4384,3.9624,1.524,8.4,7.22,8.3,21.6,27.7,27.3
2020-8-11-OS-09-4,2020,9,West Bluff,4,Marl,340,0,308,32,308,Extraction,Census,35.30488333,-76.16878333,2005,8,15,1,1,2,1,2.7432,3.9624,1.2192,7.2,6.1,19.1,20.1,30.1,29.8
2020-8-11-OS-09-5,2020,9,West Bluff,5,Marl,352,8,252,92,260,Extraction,Census,35.30405,-76.16851667,2009,6,11.17,1,2,2,1,2.7432,3.9624,1.2192,7.2,6.1,19.1,20.1,30.1,29.8
2020-6-29-OS-15-2,2020,15,Swan Island,2,Marl,360,136,156,68,292,Extraction,Census,35.09208333,-76.45753333,2017,5,3.08,1,3,3,0,3.048,3.9624,0.9144,7.8,3.5,9,12,27.6,27
2020-8-17-OS-10-6,2020,10,Gibbs Shoal,6,Marl,360,12,244,104,256,Extraction,Census,35.12193333,-75.93536667,2010,1,10.58,1,2,2,1,2.4384,4.572,2.1336,6.09,5.08,19.6,19.7,28.3,28.3
2020-6-25-OS-08-3,2020,8,Neuse River,3,Marl,376,12,296,68,308,Extraction,Census,35.00666667,-76.5338,2005,4,15.17,4,1,4,0,3.3528,4.2672,0.9144,7.9,7.2,8.8,9.1,27,26.7
2020-6-25-OS-08-1,2020,8,Neuse River,1,Marl,412,16,256,140,272,Extraction,Census,35.00696667,-76.53373333,2005,4,15.17,1,2,2,0,3.3528,4.572,1.2192,7.9,7.2,8.8,9.1,27,26.7
2020-6-25-OS-03-4,2020,3,West Bay,4,Marl,432,36,332,64,368,Extraction,Census,34.98018333,-76.35751667,1996,8,23.83,2,1,2,0,2.7432,2.7432,0,7.9,6.9,14,16.1,27.7,27.4
2020-6-25-OS-03-8,2020,3,West Bay,8,Shell,476,24,408,44,432,Extraction,Census,34.9802,-76.3564,2003,5,17.08,,,2,0,2.7432,2.7432,0,7.9,6.9,14,16.1,27.7,27.4
2020-8-18-OS-13-6,2020,13,Pea Island,6,Crushed Concrete,476,64,320,92,384,Extraction,Census,35.66526667,-75.61523333,2015,7,5.08,3,0,2,0,3.048,4.572,1.524,8.65,6.31,14.3,16.7,28.5,28
2020-8-18-OS-05-6,2020,5,Crab Hole,6,Marl,520,8,264,248,272,Extraction,Census,35.7254,-75.67753333,2009,10,10.83,1,3,3,0,2.4384,4.2672,1.8288,8.4,7.22,8.3,21.6,27.7,27.3
2020-8-17-OS-10-9,2020,10,Gibbs Shoal,9,Marl,528,20,432,76,452,Extraction,Census,35.45466667,-75.9348,2010,8,10,1,1,2,1,3.3528,3.9624,0.6096,6.09,5.08,19.6,19.7,28.3,28.3
2020-6-25-OS-03-5,2020,3,West Bay,5,Marl,560,60,428,72,488,Extraction,Census,34.97993333,-76.35668333,2003,6,17,1,1,2,0,2.7432,2.7432,0,7.9,6.9,14,16.1,27.7,27.4
2020-7-14-OS-14-8,2020,14,Little Creek,8,Crushed Concrete,592,12,464,116,476,Extraction,Census,35.04343333,-76.51568333,2016,4,4.25,4,1,3,0,4.2672,6.7056,2.4384,9.05,4.6,13,14.1,30.4,28.8
2020-8-18-OS-05-8,2020,5,Crab Hole,8,Marl,608,0,280,328,280,Extraction,Census,35.72773333,-75.67533333,2003,4,17.33,1,3,3,0,3.048,4.2672,1.2192,8.4,7.22,8.3,21.6,27.7,27.3
2020-7-14-OS-14-9,2020,14,Little Creek,9,Crushed Concrete,652,28,540,84,568,Extraction,Census,35.04373333,-76.51548333,2016,4,4.25,1,1,2,0,3.9624,6.7056,2.7432,9.05,4.6,13,14.1,30.4,28.8
2020-8-11-OS-09-7,2020,9,West Bluff,7,Marl,660,4,532,124,536,Extraction,Census,35.30418333,-76.17046667,2009,7,11.08,1,3,2,1,2.4384,3.9624,1.524,7.2,6.1,19.1,20.1,30.1,29.8
2020-7-1-OS-15-16,2020,15,Swan Island,16,Marl,744,0,552,192,552,Extraction,Census,35.09233333,-76.44948333,2019,6,1.08,3,1,3,0,3.9624,4.2672,0.3048,7.9,7.2,9.5,10.5,28.1,28.3
2020-6-29-OS-15-5,2020,15,Swan Island,5,Marl,996,172,548,276,720,Extraction,Census,35.09245,-76.45425,2017,6,3,1,2,2,0,3.9624,4.2672,0.3048,7.8,3.5,9,12,27.6,27
2020-6-29-OS-15-3,2020,15,Swan Island,3,Marl,1000,76,580,344,656,Extraction,Census,35.09201667,-76.45276667,2017,5,3.08,1,1,2,1,3.6576,3.9624,0.3048,7.8,3.5,9,12,27.6,27
2020-6-29-OS-15-7,2020,15,Swan Island,7,Marl,1032,160,476,396,636,Extraction,Census,35.093,-76.45665,2017,6,3,3,2,2,0,3.3528,4.2672,0.9144,7.8,3.5,9,12,27.6,27
2020-6-25-OS-03-7,2020,3,West Bay,7,Shell,1052,92,896,64,988,Extraction,Census,34.98013333,-76.35661667,2003,5,17.08,,0,2,0,2.7432,2.7432,0,7.9,6.9,14,16.1,27.7,27.4
2020-7-1-OS-15-23,2020,15,Swan Island,23,Marl,1152,12,736,404,748,Extraction,Census,35.0923,-76.44906667,2019,5,1.17,2,1,2,0,3.9624,4.2672,0.3048,7.9,7.2,9.5,10.5,28.1,28.3
2020-6-29-OS-15-8,2020,15,Swan Island,8,Marl,1156,40,632,484,672,Extraction,Census,35.09271667,-76.45295,2017,6,3,2,2,2,,,4.2672,,7.8,3.5,9,12,27.6,27
2020-7-14-OS-14-16,2020,14,Little Creek,16,Granite,1288,44,1064,180,1108,Extraction,Census,35.0435,-76.51501667,2016,8,3.92,2,1,2,0,3.9624,6.7056,2.7432,9.05,4.6,13,14.1,30.4,28.8
2020-7-1-OS-15-19,2020,15,Swan Island,19,Marl,1384,28,804,552,832,Extraction,Census,35.09195,-76.44738333,2019,6,1.08,3,1,2,0,3.9624,4.2672,0.3048,7.9,7.2,9.5,10.5,28.1,28.3
2020-6-29-OS-15-4,2020,15,Swan Island,4,Marl,1484,220,832,432,1052,Extraction,Census,35.09238333,-76.45623333,2017,6,3,3,3,2,0,3.9624,4.2672,0.3048,7.8,3.5,9,12,27.6,27
2020-7-1-OS-15-17,2020,15,Swan Island,17,Marl,1528,12,896,620,908,Extraction,Census,35.09208333,-76.44925,2019,5,1.17,3,1,2,0,3.9624,4.2672,0.3048,7.9,7.2,9.5,10.5,28.1,28.3
2020-6-29-OS-15-6,2020,15,Swan Island,6,Marl,1692,212,888,592,1100,Extraction,Census,35.09243333,-76.45608333,2017,6,3,3,3,2,0,3.3528,4.2672,0.9144,7.8,3.5,9,12,27.6,27
2020-7-1-OS-15-21,2020,15,Swan Island,21,Marl,1704,64,1136,504,1200,Extraction,Census,35.0931,-76.44936667,2019,5,1.17,2,1,2,0,3.3528,4.2672,0.9144,7.9,7.2,9.5,10.5,28.1,28.3
2020-7-1-OS-15-18,2020,15,Swan Island,18,Marl,1804,24,1300,480,1324,Extraction,Census,35.09243333,-76.44838333,2019,6,1.08,4,1,2,0,3.9624,4.2672,0.3048,7.9,7.2,9.5,10.5,28.1,28.3
2020-7-1-OS-15-22,2020,15,Swan Island,22,Marl,1952,40,1308,604,1348,Extraction,Census,35.09216667,-76.44745,2019,6,1.08,3,1,3,0,3.9624,4.2672,0.3048,7.9,7.2,9.5,10.5,28.1,28.3
2020-7-1-OS-15-20,2020,15,Swan Island,20,Marl,1972,32,1472,468,1504,Extraction,Census,35.09185,-76.44898333,2019,5,1.17,4,1,2,0,3.3528,4.2672,0.9144,7.9,7.2,9.5,10.5,28.1,28.3
2020-6-30-OS-15-9,2020,15,Swan Island,9,Granite,2156,212,1168,776,1380,Extraction,Census,35.0922,-76.45,2018,6,2,3,1,2,0,3.3528,4.2672,0.9144,7.9,2.9,8.1,13.6,28.4,27.4
2020-8-18-OS-13-11,2020,13,Pea Island,11,Crushed Concrete,2432,56,1672,704,1728,Extraction,Census,35.66581667,-75.61526667,2015,7,5.08,4,1,2,1,4.2672,4.572,0.3048,8.65,6.31,14.3,16.7,28.5,28
2020-6-29-OS-15-1,2020,15,Swan Island,1,Marl,2588,172,1180,1236,1352,Extraction,Census,35.0925,-76.11963333,2017,6,3,2,2,2,1,3.048,3.9624,0.9144,7.8,3.5,9,12,27.6,27
2020-6-30-OS-15-14,2020,15,Swan Island,14,Granite,2988,40,1324,1624,1364,Extraction,Census,35.09221667,-76.45178333,2018,5,2.08,,,,,,4.2672,,7.9,2.9,8.1,13.6,28.4,27.4
2020-6-30-OS-15-13,2020,15,Swan Island,13,Granite,3292,36,1516,1740,1552,Extraction,Census,35.09253333,-76.45068333,2018,6,2,3,1,3,0,3.9624,4.2672,0.3048,7.9,2.9,8.1,13.6,28.4,27.4
2020-6-30-OS-15-11,2020,15,Swan Island,11,Granite,3332,68,1476,1788,1544,Extraction,Census,35.09266667,-76.45073333,2018,6,2,3,1,3,0,3.9624,4.2672,0.3048,7.9,2.9,8.1,13.6,28.4,27.4
2020-6-30-OS-15-10,2020,15,Swan Island,10,Granite,3904,84,2372,1448,2456,Extraction,Census,35.09313333,-76.45221667,2018,6,2,3,1,3,0,3.9624,4.2672,0.3048,7.9,2.9,8.1,13.6,28.4,27.4
2020-6-26-OS-12-4,2020,12,Raccoon Island,4,Crushed Concrete,4016,36,2704,1276,2740,Extraction,Census,35.09071667,-76.0584,2013,8,6.83,4,0,2,0,,4.8768,,8,6.3,11.3,14.4,26.4,24.6
2020-6-26-OS-12-5,2020,12,Raccoon Island,5,Crushed Concrete,4020,72,2888,1060,2960,Extraction,Census,35.0907,-76.05808333,2016,8,3.83,4,0,2,0,,4.8768,,8,6.3,11.3,14.4,26.4,24.6
2020-6-30-OS-15-12,2020,15,Swan Island,12,Granite,4188,120,1816,2252,1936,Extraction,Census,35.09243333,-76.45015,2018,6,2,3,1,3,0,3.9624,4.2672,0.3048,7.9,2.9,8.1,13.6,28.4,27.4
2020-6-30-OS-15-15,2020,15,Swan Island,15,Granite,4196,180,1692,2324,1872,Extraction,Census,35.09211667,-76.44968333,2018,6,2,3,2,2,0,3.3528,4.2672,0.9144,7.9,2.9,8.1,13.6,28.4,27.4
2020-6-25-OS-03-1,2020,3,West Bay,1,Reef Ball,17,0,,2,,Observation,Quantiles,34.98025,-76.35721667,2014,12,5.5,1,0,2,0,2.7432,2.7432,0,7.9,6.9,14,16.1,27.7,27.4
2020-6-25-OS-03-2,2020,3,West Bay,2,Reef Ball,17,0,,2,,Observation,Quantiles,34.98031667,-76.35703333,2014,12,5.5,1,0,2,0,2.7432,2.7432,0,7.9,6.9,14,16.1,27.7,27.4
2020-6-25-OS-03-3,2020,3,West Bay,3,Reef Ball,17,0,,2,,Observation,Quantiles,34.98018333,-76.35713333,2014,12,5.5,1,0,2,0,2.7432,2.7432,0,7.9,6.9,14,16.1,27.7,27.4
2020-6-26-OS-12-1,2020,12,Raccoon Island,1,Reef Ball,194,7,,51,,Observation,Quantiles,35.09123333,-76.05735,2013,9,6.8,2,1,2,0,,4.572,,8,6.3,11.3,14.4,26.4,24.6
2020-6-26-OS-12-2,2020,12,Raccoon Island,2,Reef Ball,769,18,,151,,Observation,Quantiles,35.09008333,-76.05863333,2013,10,6.7,3,1,2,0,,4.572,,8,6.3,11.3,14.4,26.4,24.6
2020-6-26-OS-12-3,2020,12,Raccoon Island,3,Reef Ball,773,20,,150,,Observation,Quantiles,35.0897,-76.0575,2013,10,6.7,3,1,1,0,,4.572,,8,6.3,11.3,14.4,26.4,24.6
2020-6-26-OS-12-8,2020,12,Raccoon Island,8,Consolidated Concrete,167,9,,28,,Observation,Quantiles,35.08958333,-76.05688333,2014,3,6.3,2,1,4,0,,4.572,,8,6.3,11.3,14.4,26.4,24.6
2020-7-2-OS-14-1,2020,14,Little Creek,1,Reef Ball,80,1,,12,,Observation,Quantiles,35.0435,-76.51606667,2016,3,4.3,1,3,2,0,6.7056,6.7056,0,8.1,5,10.8,17.1,28.1,26.3
2020-7-2-OS-14-12A,2020,14,Little Creek,12A,Basalt,64,1,,21,,Observation,Quantiles,35.04293333,-76.51495,2016,8,3.9,1,3,4,0,6.4008,6.7056,0.3048,8.1,5,10.8,17.1,28.1,26.3
2020-7-2-OS-14-13A,2020,14,Little Creek,13A,Basalt,64,1,,21,,Observation,Quantiles,35.04293333,-76.51466667,2016,8,3.9,1,3,4,0,6.4008,6.7056,0.3048,8.1,5,10.8,17.1,28.1,26.3
2020-7-14-OS-14-17B,2020,14,Little Creek,17B,Granite,100,2,,14,,Observation,Quantiles,35.0437,-76.51435,2016,8,3.9,1,3,3,0,4.2672,6.096,1.8288,9.1,4.5,13.8,14.1,30.4,28.8
2020-7-2-OS-14-12B,2020,14,Little Creek,12B,Basalt,1731,160,,430,,Observation,Quantiles,35.04293333,-76.51495,2016,8,3.9,4,4,2,0,4.572,6.7056,2.1336,8.1,5,10.8,17.1,28.1,26.3
2020-7-2-OS-14-13B,2020,14,Little Creek,13B,Basalt,1731,160,,430,,Observation,Quantiles,35.04293333,-76.51466667,2016,8,3.9,4,4,2,0,4.572,6.7056,2.1336,8.1,5,10.8,17.1,28.1,26.3
2020-8-17-OS-10-3,2020,10,Gibbs Shoal,3,Reef Ball,296,42,,128,,Observation,Quantiles,35.45331667,-75.93625,2012,6,8.2,3,2,3,0,4.572,4.572,0,6.09,5.08,19.6,19.7,28.3,28.3
2020-8-17-OS-11-1,2020,11,Long Shoal,1,Reef Ball,231,47,,106,,Observation,Quantiles,35.5632,-75.83028333,2013,8,7,2,3,4,0,4.2672,4.2672,0,7.56,5.6,18.2,18.5,28.4,28.1
2020-8-17-OS-11-5,2020,11,Long Shoal,5,Reef Ball,231,47,,105,,Observation,Quantiles,35.56388333,-75.82993333,2013,7,7.1,2,4,4,0,4.2672,4.2672,0,7.56,5.6,18.2,18.5,28.4,28.1
2020-8-18-OS-01-3,2020,1,Croatan Sound,3,Reef Ball,47,0,,5,,Observation,Quantiles,35.80366667,-75.63941667,2013,12,6.7,1,1,2,0,2.7432,3.048,0.3048,8.4,8,8.2,14.6,28.2,28.2
2020-8-11-OS-09-1,2020,9,West Bluff,1,Reef Ball,109,1,,39,,Observation,Quantiles,35.3039,-76.17061667,2013,6,7.2,1,1,3,0,3.6576,3.9624,0.3048,7.2,6.1,19.1,20.1,30.1,29.8
2020-8-11-OS-09-2,2020,9,West Bluff,2,Reef Ball,109,1,,39,,Observation,Quantiles,35.3039,-76.17108333,2013,6,7.2,1,0,3,0,3.6576,3.9624,0.3048,7.2,6.1,19.1,20.1,30.1,29.8
2020-8-11-OS-09-3,2020,9,West Bluff,3,Reef Ball,12,1,,13,,Observation,Quantiles,35.30386667,-76.17128333,2013,6,7.2,0,0,3,0,3.6576,3.9624,0.3048,7.2,6.1,19.1,20.1,30.1,29.8
2020-8-17-OS-11-2,2020,11,Long Shoal,2,Reef Ball,400,52,,158,,Observation,Quantiles,35.56421667,-75.83128333,2013,7,7.1,2,4,3,0,3.9624,4.2672,0.3048,7.56,5.6,18.2,18.5,28.4,28.1
2020-8-17-OS-11-3,2020,11,Long Shoal,3,Reef Ball,869,128,,279,,Observation,Quantiles,35.564,-75.83088333,2013,7,7.1,4,2,3,0,3.9624,4.2672,0.3048,7.56,5.6,18.2,18.5,28.4,28.1
2020-8-17-OS-11-4,2020,11,Long Shoal,4,Reef Ball,409,62,,177,,Observation,Quantiles,35.56378333,-75.83116667,2013,7,7.1,3,4,3,0,3.9624,4.2672,0.3048,7.56,5.6,18.2,18.5,28.4,28.1
2020-8-17-OS-10-4,2020,10,Gibbs Shoal,4,Reef Ball,403,48,,157,,Observation,Quantiles,35.45376667,-75.93525,2012,2,8.5,3,2,3,1,4.2672,4.572,0.3048,6.09,5.08,19.6,19.7,28.3,28.3
2020-8-18-OS-13-8,2020,13,Pea Island,8,Consolidated Concrete,126,2,,23,,Observation,Quantiles,35.66548333,-75.6142,2015,4,5.3,1,0,2,0,4.2672,4.572,0.3048,8.65,6.31,14.3,16.7,28.5,28
2020-8-17-OS-10-2,2020,10,Gibbs Shoal,2,Reef Ball,986,143,,361,,Observation,Quantiles,35.45235,-75.93648333,2012,10,7.8,4,3,3,0,3.9624,4.572,0.6096,6.09,5.08,19.6,19.7,28.3,28.3
2020-8-18-OS-13-9,2020,13,Pea Island,9,Consolidated Concrete,148,2,,33,,Observation,Quantiles,35.66543333,-75.61445,2015,4,5.3,1,0,2,0,3.9624,4.572,0.6096,8.65,6.31,14.3,16.7,28.5,28
2020-8-18-OS-13-1,2020,13,Pea Island,1,Reef Ball,1026,141,,280,,Observation,Quantiles,35.6672,-75.61435,2015,7,5.1,4,1,4,0,3.6576,4.572,0.9144,8.65,6.31,14.3,16.7,28.5,28
2020-8-18-OS-13-2,2020,13,Pea Island,2,Reef Ball,266,3,,73,,Observation,Quantiles,35.66583333,-75.61698333,2015,8,5,1,1,2,0,3.6576,4.572,0.9144,8.65,6.31,14.3,16.7,28.5,28
2020-8-18-OS-13-3,2020,13,Pea Island,3,Reef Ball,1504,110,,390,,Observation,Quantiles,35.66715,-75.61423333,2015,7,5.1,4,1,1,0,3.6576,4.572,0.9144,8.65,6.31,14.3,16.7,28.5,28
2020-8-18-OS-13-4,2020,13,Pea Island,4,Crushed Concrete,1484,103,,379,,Observation,Quantiles,35.66726667,-75.61605,2015,4,5.3,4,1,2,0,3.6576,4.572,0.9144,8.65,6.31,14.3,16.7,28.5,28
2020-8-18-OS-13-7,2020,13,Pea Island,7,Consolidated Concrete,256,1,,68,,Observation,Quantiles,35.66696667,-75.61706667,2015,2,5.5,1,0,2,0,3.3528,4.572,1.2192,8.65,6.31,14.3,16.7,28.5,28
2020-8-18-OS-13-5,2020,13,Pea Island,5,Crushed Concrete,1459,105,,338,,Observation,Quantiles,35.66611667,-75.61516667,2015,6,5.2,4,2,2,0,3.048,4.572,1.524,8.65,6.31,14.3,16.7,28.5,28
2020-8-17-OS-10-1,2020,10,Gibbs Shoal,1,Reef Ball,835,64,,187,,Observation,Quantiles,35.45366667,-75.93366667,2012,4,8.3,2,2,3,1,2.7432,4.572,1.8288,6.09,5.08,19.6,19.7,28.3,28.3
2021-6-29-OS-02-2,2021,2,Deep Bay,2,Reef Ball,0,0,0,0,,Observation,Quantiles,35.3804,-76.37115,2014,11,6.6,1,4,3,0,2.4384,2.7432,0.3048,6.92,6.62,9.77,9.78,28.1,28.1
2021-6-29-OS-02-3,2021,2,Deep Bay,3,Reef Ball,0,0,0,0,,Observation,Quantiles,35.3807,-76.37193333,2014,11,6.6,1,4,3,0,2.4384,2.7432,0.3048,6.92,6.62,9.77,9.78,28.1,28.1
2021-7-28-OS-11-3,2021,11,Long Shoal,3,Reef Ball,0,0,0,0,,Observation,Quantiles,35.56376667,-75.83023333,2013,7,8,3,3,3,0,4.2672,4.2672,0,7.27,6.8,15.45,15.62,28.6,28.2
2021-7-21-OS-14-22,2021,14,Little Creek,22,Basalt,0,0,0,0,0,Observation,Quantiles,35.04371667,-76.51526667,2016,4,5.3,0,0,2,0,6.096,6.7056,0.6096,7.33,0.65,14.83,19.98,27.7,27.9
2021-7-15-OS-14-16,2021,14,Little Creek,16,Consolidated Concrete,0,0,0,0,0,Observation,Quantiles,35.04275,-76.5142,2016,6,5.1,1,1,1,0,4.2672,6.7056,2.4384,7.71,4.94,13.12,14.15,29,28
